kata,df,idf
kombinasi,21,1.9025726617587622
berita,7,2.3796939164784248
kriminal,2,2.9237619608287004
kalimantan,1,3.2247919564926817
selatan,4,2.622731965164719
lokal,4,2.622731965164719
radar,5,2.5258219521566625
malang,17,1.9943430351144076
seminar,6,2.446640706109038
nasional,4,2.622731965164719
senapati,2,2.9237619608287004
citra,273,0.7886293094519254
hsv,2,2.9237619608287004
color,1,3.2247919564926817
moment,4,2.622731965164719
local,8,2.321701969500738
binary,3,2.747670701773019
pattern,6,2.446640706109038
rating,1,3.2247919564926817
film,4,2.622731965164719
jadi,1,3.2247919564926817
pass,2,2.9237619608287004
adu,2,2.9237619608287004
sambat,1,3.2247919564926817
nw-knn,1,3.2247919564926817
larang,1,3.2247919564926817
tokoh,1,3.2247919564926817
particle,4,2.622731965164719
swarm,4,2.622731965164719
optimization,7,2.3796939164784248
lms-google,1,3.2247919564926817
classroom,7,2.3796939164784248
alkitab,1,3.2247919564926817
tipe,7,2.3796939164784248
smkn,4,2.622731965164719
2,8,2.321701969500738
najam,5,2.5258219521566625
paser,1,3.2247919564926817
utara,6,2.446640706109038
warga,2,2.9237619608287004
laksana,5,2.5258219521566625
jarak,6,2.446640706109038
jauh,6,2.446640706109038
pjj,1,3.2247919564926817
perintah,15,2.0487006974370003
pso,2,2.9237619608287004
digital,138,1.084912870091445
klasterisasi,1,3.2247919564926817
neighbors,1,3.2247919564926817
boutiq,1,3.2247919564926817
dealove,1,3.2247919564926817
bondowoso,1,3.2247919564926817
jasa,8,2.321701969500738
hotel,2,2.9237619608287004
intelijen,6,2.446640706109038
analytical,10,2.2247919564926817
sewu,1,3.2247919564926817
segar,1,3.2247919564926817
rabbani,1,3.2247919564926817
change,2,2.9237619608287004
raih,1,3.2247919564926817
kompetitif,1,3.2247919564926817
organisasi,5,2.5258219521566625
sie,1,3.2247919564926817
administrasi,5,2.5258219521566625
camat,4,2.622731965164719
megang,1,3.2247919564926817
sakti,2,2.9237619608287004
knowledge,6,2.446640706109038
menggunankan,1,3.2247919564926817
holistics,1,3.2247919564926817
lppm,1,3.2247919564926817
pelita,1,3.2247919564926817
selaras,2,2.9237619608287004
event,3,2.747670701773019
elastic,1,3.2247919564926817
logstash,1,3.2247919564926817
kibana,1,3.2247919564926817
elk,1,3.2247919564926817
stack,1,3.2247919564926817
inukshuk,2,2.9237619608287004
semut,1,3.2247919564926817
optimisasi,1,3.2247919564926817
rute,4,2.622731965164719
jemput,1,3.2247919564926817
tempat,4,2.622731965164719
titip,1,3.2247919564926817
sementara,1,3.2247919564926817
lion,1,3.2247919564926817
express,1,3.2247919564926817
awas,2,2.9237619608287004
otoritas,1,3.2247919564926817
ojk,1,3.2247919564926817
atas,11,2.1833992713344563
penyalahgunaan,1,3.2247919564926817
pinjam,3,2.747670701773019
rupiahplus,1,3.2247919564926817
kait,1,3.2247919564926817
hubung,4,2.622731965164719
katalog,3,2.747670701773019
publikasi,1,3.2247919564926817
2013,4,2.622731965164719
solusi,2,2.9237619608287004
ict,2,2.9237619608287004
indosat,3,2.747670701773019
tbk,3,2.747670701773019
extract,1,3.2247919564926817
transform,35,1.6807239121424058
loading,1,3.2247919564926817
absensi,4,2.622731965164719
stikom,2,2.9237619608287004
pentaho,2,2.9237619608287004
sales,2,2.9237619608287004
care,1,3.2247919564926817
medikantara,1,3.2247919564926817
sebar,5,2.5258219521566625
respon,2,2.9237619608287004
smart,53,1.5005160868918925
living,1,3.2247919564926817
tuju,8,2.321701969500738
semarang,8,2.321701969500738
city,32,1.7196419781727754
2018,3,2.747670701773019
kesiap,11,2.1833992713344563
manado,5,2.5258219521566625
healthcare,1,3.2247919564926817
facility,1,3.2247919564926817
area,13,2.1108486041858447
mapping,3,2.747670701773019
hefam,1,3.2247919564926817
letak,1,3.2247919564926817
fasilitas,4,2.622731965164719
master,1,3.2247919564926817
plan,2,2.9237619608287004
banyumas,3,2.747670701773019
surabaya,10,2.2247919564926817
wujud,11,2.1833992713344563
inovasi,2,2.9237619608287004
efektivitas,4,2.622731965164719
e-kelurahan,1,3.2247919564926817
kantor,7,2.3796939164784248
lurah,4,2.622731965164719
sadang,1,3.2247919564926817
coblong,1,3.2247919564926817
bandung,16,2.0206719738367567
komunikasi,25,1.826851947820644
dinas,12,2.1456107104450566
boyolali,1,3.2247919564926817
sosialisasi,5,2.5258219521566625
daan,1,3.2247919564926817
pamekasan,1,3.2247919564926817
webmarket,1,3.2247919564926817
kayu,3,2.747670701773019
diri,5,2.5258219521566625
economy,1,3.2247919564926817
governance,3,2.747670701773019
alternatif,3,2.747670701773019
masalah,3,2.747670701773019
sumatera,2,2.9237619608287004
tanjungpinang,1,3.2247919564926817
tata,8,2.321701969500738
kelola,17,1.9943430351144076
rencana,13,2.1108486041858447
kendal,1,3.2247919564926817
pariwisata,10,2.2247919564926817
village,2,2.9237619608287004
desa,6,2.446640706109038
aikdewa,1,3.2247919564926817
hitung,6,2.446640706109038
perspektif,1,3.2247919564926817
fis,2,2.9237619608287004
intellegence-driven,1,3.2247919564926817
innovation,1,3.2247919564926817
in,6,2.446640706109038
binjai,4,2.622731965164719
e-masyarakat,1,3.2247919564926817
e-readiness,1,3.2247919564926817
government,5,2.5258219521566625
walikota,1,3.2247919564926817
nomor,4,2.622731965164719
53,1,3.2247919564926817
2017,2,2.9237619608287004
selenggara,1,3.2247919564926817
integrated,2,2.9237619608287004
leadership,2,2.9237619608287004
smile,1,3.2247919564926817
for,6,2.446640706109038
smartcity,2,2.9237619608287004
pintar,5,2.5258219521566625
efektifitas,3,2.747670701773019
lapor,4,2.622731965164719
sleman,2,2.9237619608287004
regency,1,3.2247919564926817
rangka,2,2.9237619608287004
matang,4,2.622731965164719
bitung,2,2.9237619608287004
kami,5,2.5258219521566625
optimalisasi,6,2.446640706109038
ternak,2,2.9237619608287004
sapi,4,2.622731965164719
bijaepunu,1,3.2247919564926817
budaya,5,2.5258219521566625
e-office,1,3.2247919564926817
olah,39,1.6337273494661824
elektronik,20,1.9237619608287002
cilegon,1,3.2247919564926817
kotamobagu,1,3.2247919564926817
makassar,3,2.747670701773019
soppeng,4,2.622731965164719
statistik,4,2.622731965164719
sandi,7,2.3796939164784248
implementsi,1,3.2247919564926817
infrastruktur,7,2.3796939164784248
agro-based,1,3.2247919564926817
batu,2,2.9237619608287004
iptek,2,2.9237619608287004
iot,58,1.4613639629297441
plus,2,2.9237619608287004
al-musyarrofah,1,3.2247919564926817
capai,3,2.747670701773019
sustainable,1,3.2247919564926817
development,9,2.2705494470533565
goal,2,2.9237619608287004
4,3,2.747670701773019
object,1,3.2247919564926817
relational,1,3.2247919564926817
framework,22,1.8823692756704753
laravel,2,2.9237619608287004
towards,1,3.2247919564926817
asah,2,2.9237619608287004
sadar,1,3.2247919564926817
taprose,1,3.2247919564926817
good,1,3.2247919564926817
tangerang,2,2.9237619608287004
building,4,2.622731965164719
developing,1,3.2247919564926817
the,10,2.2247919564926817
concept,2,2.9237619608287004
indonesian,1,3.2247919564926817
villages,1,3.2247919564926817
madani,1,3.2247919564926817
green,3,2.747670701773019
widyatama,1,3.2247919564926817
web-service,1,3.2247919564926817
perijinan,2,2.9237619608287004
padu,5,2.5258219521566625
atap,1,3.2247919564926817
palu,2,2.9237619608287004
personal,2,2.9237619608287004
analitik,1,3.2247919564926817
php-ml,1,3.2247919564926817
apache,1,3.2247919564926817
spark,1,3.2247919564926817
apps,2,2.9237619608287004
heart,1,3.2247919564926817
rate,4,2.622731965164719
microservices,1,3.2247919564926817
kubernetes,1,3.2247919564926817
komputasi,19,1.9460383555398524
awan,13,2.1108486041858447
storage,6,2.446640706109038
simpan,8,2.321701969500738
e-learning,32,1.7196419781727754
lembaga,6,2.446640706109038
b,12,2.1456107104450566
sampah,2,2.9237619608287004
melati,1,3.2247919564926817
bersih,1,3.2247919564926817
arsitektur,26,1.8098186085218635
akses,5,2.5258219521566625
basis,17,1.9943430351144076
sektor,1,3.2247919564926817
managemen,1,3.2247919564926817
lamongan,3,2.747670701773019
ukdw,3,2.747670701773019
properti,1,3.2247919564926817
ditama,1,3.2247919564926817
sarana,1,3.2247919564926817
owncloud,6,2.446640706109038
wacana,1,3.2247919564926817
yayasan,1,3.2247919564926817
salman,1,3.2247919564926817
farisi,1,3.2247919564926817
webos,1,3.2247919564926817
profil,1,3.2247919564926817
as,5,2.5258219521566625
services,3,2.747670701773019
tim,1,3.2247919564926817
editor,1,3.2247919564926817
kordinator,1,3.2247919564926817
kursehi,1,3.2247919564926817
falgenti,1,3.2247919564926817
m,1,3.2247919564926817
kom,1,3.2247919564926817
alusyanti,1,3.2247919564926817
primawati,1,3.2247919564926817
lap,1,3.2247919564926817
iaas,3,2.747670701773019
sains,2,2.9237619608287004
needs,1,3.2247919564926817
machines,1,3.2247919564926817
environment,3,2.747670701773019
eyeos,2,2.9237619608287004
mus,2,2.9237619608287004
rawas,2,2.9237619608287004
susun,4,2.622731965164719
ti,3,2.747670701773019
magister,1,3.2247919564926817
lingkung,9,2.2705494470533565
sebelas,1,3.2247919564926817
maret,1,3.2247919564926817
vm,1,3.2247919564926817
live,4,2.622731965164719
migration,1,3.2247919564926817
karakteristik,3,2.747670701773019
beban,7,2.3796939164784248
ubuntu,2,2.9237619608287004
nippon,1,3.2247919564926817
seiki,1,3.2247919564926817
thin,2,2.9237619608287004
upn,6,2.446640706109038
veteran,7,2.3796939164784248
using,1,3.2247919564926817
roadmap,1,3.2247919564926817
adoption,1,3.2247919564926817
rocca,1,3.2247919564926817
non-ministry,1,3.2247919564926817
institutions,1,3.2247919564926817
pusat,10,2.2247919564926817
privat,2,2.9237619608287004
empiris,1,3.2247919564926817
enterprise,19,1.9460383555398524
risk,2,2.9237619608287004
google,6,2.446640706109038
docs,1,3.2247919564926817
desain,14,2.0786639208144435
big,2,2.9237619608287004
analytic,1,3.2247919564926817
hierarchy,7,2.3796939164784248
ahp,10,2.2247919564926817
sumber,5,2.5258219521566625
daya,8,2.321701969500738
dinamis,1,3.2247919564926817
minipc,1,3.2247919564926817
opensource,1,3.2247919564926817
e-services,1,3.2247919564926817
collaborative,1,3.2247919564926817
research,1,3.2247919564926817
bimbing,6,2.446640706109038
fti,2,2.9237619608287004
uii,1,3.2247919564926817
dian,1,3.2247919564926817
iits,1,3.2247919564926817
kontainer,1,3.2247919564926817
multinode,1,3.2247919564926817
openstack,1,3.2247919564926817
infrastructure,3,2.747670701773019
tampung,2,2.9237619608287004
sensor,5,2.5258219521566625
informatics,1,3.2247919564926817
schools,1,3.2247919564926817
things,45,1.5715794427173377
kanjuruhan,2,2.9237619608287004
kontrol,14,2.0786639208144435
infus,5,2.5258219521566625
awat,5,2.5258219521566625
esp,2,2.9237619608287004
8266,1,3.2247919564926817
lampu,7,2.3796939164784248
arduino,7,2.3796939164784248
alat,13,2.1108486041858447
raspberry,10,2.2247919564926817
pi,9,2.2705494470533565
kadar,3,2.747670701773019
alkohol,1,3.2247919564926817
kendara,8,2.321701969500738
kos,1,3.2247919564926817
gateway,5,2.5258219521566625
device,3,2.747670701773019
narrowband,1,3.2247919564926817
nb-iot,1,3.2247919564926817
campus,3,2.747670701773019
network,30,1.747670701773019
nyata,23,1.8630641204750886
hidroponik,2,2.9237619608287004
blynk,4,2.622731965164719
thing,6,2.446640706109038
prabayar,1,3.2247919564926817
tanah,2,2.9237619608287004
lahan,2,2.9237619608287004
kebun,2,2.9237619608287004
parking,1,3.2247919564926817
bakar,2,2.9237619608287004
budidaya,4,2.622731965164719
udang,1,3.2247919564926817
akuarium,1,3.2247919564926817
pantau,3,2.747670701773019
pintu,3,2.747670701773019
otp,2,2.9237619608287004
one,8,2.321701969500738
time,11,2.1833992713344563
password,2,2.9237619608287004
dokter,2,2.9237619608287004
hambat,1,3.2247919564926817
negara,1,3.2247919564926817
cache,1,3.2247919564926817
pi3,1,3.2247919564926817
chainning,1,3.2247919564926817
nirkabel,9,2.2705494470533565
dual-sensor,1,3.2247919564926817
medik,1,3.2247919564926817
negeri,30,1.747670701773019
ikan,3,2.747670701773019
thinks,1,3.2247919564926817
kontroling,1,3.2247919564926817
pakan,2,2.9237619608287004
lele,2,2.9237619608287004
smarthome,1,3.2247919564926817
level,1,3.2247919564926817
tandon,1,3.2247919564926817
nodemcu,5,2.5258219521566625
esp8266,3,2.747670701773019
banjir,3,2.747670701773019
protokol,4,2.622731965164719
mqtt,1,3.2247919564926817
jemaah,1,3.2247919564926817
masjid,1,3.2247919564926817
virus,2,2.9237619608287004
kondisi,1,3.2247919564926817
sedang,1,3.2247919564926817
butuh,5,2.5258219521566625
sejarah,5,2.5258219521566625
vision,2,2.9237619608287004
architectural,1,3.2247919564926817
elements,1,3.2247919564926817
future,1,3.2247919564926817
directons,1,3.2247919564926817
home,3,2.747670701773019
led,2,2.9237619608287004
relay,1,3.2247919564926817
suhu,1,3.2247919564926817
telegram,4,2.622731965164719
kandang,2,2.9237619608287004
otomatis,2,2.9237619608287004
trainer,2,2.9237619608287004
interfacing,1,3.2247919564926817
mikrokontroler,4,2.622731965164719
esp32,1,3.2247919564926817
education,3,2.747670701773019
atma,3,2.747670701773019
billing,1,3.2247919564926817
pos,4,2.622731965164719
point,4,2.622731965164719
restoran,1,3.2247919564926817
amat,3,2.747670701773019
artesis,1,3.2247919564926817
kompetensi,3,2.747670701773019
beri,4,2.622731965164719
otomatisasi,2,2.9237619608287004
wemos,1,3.2247919564926817
d1,1,3.2247919564926817
mini,2,2.9237619608287004
lab,2,2.9237619608287004
sidik,3,2.747670701773019
jari,3,2.747670701773019
udara,2,2.9237619608287004
ground,1,3.2247919564926817
rasond,1,3.2247919564926817
equipment,1,3.2247919564926817
jamur,2,2.9237619608287004
tiram,1,3.2247919564926817
putih,1,3.2247919564926817
infusion,1,3.2247919564926817
notification,1,3.2247919564926817
design,6,2.446640706109038
application,9,2.2705494470533565
social,3,2.747670701773019
rumahberbasis,1,3.2247919564926817
ingat,2,2.9237619608287004
sangkar,2,2.9237619608287004
burung,2,2.9237619608287004
teriep,2,2.9237619608287004
reverse,2,2.9237619608287004
chiper,5,2.5258219521566625
rsa,15,2.0487006974370003
pad,7,2.3796939164784248
congruential,5,2.5258219521566625
generator,5,2.5258219521566625
pesan,17,1.9943430351144076
blockchain,5,2.5258219521566625
e-commerce,16,2.0206719738367567
enkripsi,40,1.6227319651647192
dekripsi,7,2.3796939164784248
file,30,1.747670701773019
advanced,9,2.2705494470533565
encryption,11,2.1833992713344563
standard,10,2.2247919564926817
aes,13,2.1108486041858447
des,5,2.5258219521566625
vigenere,6,2.446640706109038
transposisi,2,2.9237619608287004
aplikasai,2,2.9237619608287004
chatting,11,2.1833992713344563
encyption,2,2.9237619608287004
jamak,2,2.9237619608287004
tanda,7,2.3796939164784248
sisip,3,2.747670701773019
modified,2,2.9237619608287004
lsb,11,2.1833992713344563
affine,2,2.9237619608287004
cipher,25,1.826851947820644
androidskripsi,3,2.747670701773019
t,3,2.747670701773019
2015,4,2.622731965164719
cryptography,2,2.9237619608287004
modifikasi,4,2.622731965164719
rivest,5,2.5258219521566625
shamir,4,2.622731965164719
adleman,4,2.622731965164719
md5,6,2.446640706109038
kam,5,2.5258219521566625
akun,2,2.9237619608287004
emusrenbang,2,2.9237619608287004
parkir,2,2.9237619608287004
muria,2,2.9237619608287004
kudus,3,2.747670701773019
barcode,3,2.747670701773019
asimetris,6,2.446640706109038
oracle,2,2.9237619608287004
komdat,1,3.2247919564926817
lan,7,2.3796939164784248
krittografi,1,3.2247919564926817
algortima,1,3.2247919564926817
proxy,2,2.9237619608287004
optimal,3,2.747670701773019
wireless,21,1.9025726617587622
kaji,7,2.3796939164784248
cross,3,2.747670701773019
site,1,3.2247919564926817
request,2,2.9237619608287004
forgery,1,3.2247919564926817
csrf,1,3.2247919564926817
celah,1,3.2247919564926817
verifikasi,4,2.622731965164719
investigasi,3,2.747670701773019
rahasia,5,2.5258219521566625
qr,6,2.446640706109038
usb,2,2.9237619608287004
flashdisk,2,2.9237619608287004
kunci,6,2.446640706109038
elgamal,5,2.5258219521566625
validasi,1,3.2247919564926817
ijazah,1,3.2247919564926817
watermarking,43,1.591323500913095
unis,1,3.2247919564926817
teliti,6,2.446640706109038
stream,10,2.2247919564926817
vigeneere,1,3.2247919564926817
gost,1,3.2247919564926817
rail,3,2.747670701773019
fence,3,2.747670701773019
camelian,1,3.2247919564926817
rc4,5,2.5258219521566625
skema,2,2.9237619608287004
open,3,2.747670701773019
source,3,2.747670701773019
chaos,7,2.3796939164784248
kampus,10,2.2247919564926817
poltekkes,1,3.2247919564926817
kemenkes,1,3.2247919564926817
script,1,3.2247919564926817
video,4,2.622731965164719
remote,3,2.747670701773019
ssh,1,3.2247919564926817
autentikasi,1,3.2247919564926817
dua,5,2.5258219521566625
langkah,1,3.2247919564926817
replikasi,3,2.747670701773019
mysql,7,2.3796939164784248
mekanisme,3,2.747670701773019
ssl,3,2.747670701773019
proxmox,3,2.747670701773019
sign,3,2.747670701773019
sso,2,2.9237619608287004
central,4,2.622731965164719
authentication,4,2.622731965164719
cas,2,2.9237619608287004
bina,6,2.446640706109038
darma,3,2.747670701773019
vpn,4,2.622731965164719
pptp,2,2.9237619608287004
asri,2,2.9237619608287004
pancawarna,2,2.9237619608287004
hill,7,2.3796939164784248
caesar,10,2.2247919564926817
e-voting,3,2.747670701773019
kades,2,2.9237619608287004
rantau,2,2.9237619608287004
lake,2,2.9237619608287004
base,2,2.9237619608287004
64,2,2.9237619608287004
sampai,2,2.9237619608287004
rijndael,2,2.9237619608287004
steganografi,13,2.1108486041858447
sinergi,2,2.9237619608287004
lubuklinggau,3,2.747670701773019
ids,6,2.446640706109038
hotspot,11,2.1833992713344563
aksiologi,1,3.2247919564926817
era,3,2.747670701773019
revolusi,1,3.2247919564926817
industri,13,2.1108486041858447
40,3,2.747670701773019
problem,8,2.321701969500738
higher,3,2.747670701773019
order,5,2.5258219521566625
thinking,33,1.706278016614794
skills,3,2.747670701773019
sam,2,2.9237619608287004
ratulangi,2,2.9237619608287004
terintergrasi,2,2.9237619608287004
usermanager,2,2.9237619608287004
mikrotik,7,2.3796939164784248
div,2,2.9237619608287004
sama,6,2.446640706109038
technology,4,2.622731965164719
readiness,2,2.9237619608287004
index,1,3.2247919564926817
asesmen,1,3.2247919564926817
operasi,15,2.0487006974370003
linux,4,2.622731965164719
cepat,2,2.9237619608287004
warnet,1,3.2247919564926817
minahasa,2,2.9237619608287004
tenggara,1,3.2247919564926817
captive,3,2.747670701773019
intrusion,3,2.747670701773019
detection,4,2.622731965164719
hadir,4,2.622731965164719
pegawai,5,2.5258219521566625
wpa2,1,3.2247919564926817
bangka,2,2.9237619608287004
belitung,2,2.9237619608287004
metametarouter,1,3.2247919564926817
804,1,3.2247919564926817
openvz,2,2.9237619608287004
router,6,2.446640706109038
routeros,1,3.2247919564926817
kernel-based,1,3.2247919564926817
ospf,1,3.2247919564926817
routeflow,1,3.2247919564926817
defined,4,2.622731965164719
sdn,3,2.747670701773019
failover,1,3.2247919564926817
life,4,2.622731965164719
cycle,3,2.747670701773019
bekas,3,2.747670701773019
emulated,1,3.2247919564926817
eve,1,3.2247919564926817
latih,16,2.0206719738367567
bandar,4,2.622731965164719
lampung,5,2.5258219521566625
at,2,2.9237619608287004
eucalyptus,1,3.2247919564926817
voice,1,3.2247919564926817
over,1,3.2247919564926817
trixbox,1,3.2247919564926817
syubbanul,1,3.2247919564926817
wathon,1,3.2247919564926817
magelang,1,3.2247919564926817
mega,2,2.9237619608287004
alami,2,2.9237619608287004
diskless,2,2.9237619608287004
ma,1,3.2247919564926817
annida,1,3.2247919564926817
al-islamy,1,3.2247919564926817
firewall,2,2.9237619608287004
nftables,1,3.2247919564926817
praktikum,8,2.321701969500738
distribusi,4,2.622731965164719
dumb,2,2.9237619608287004
terminal,2,2.9237619608287004
dijkstra,3,2.747670701773019
depth-first,1,3.2247919564926817
ad-hoc,2,2.9237619608287004
manet,2,2.9237619608287004
transfer,3,2.747670701773019
teknis,2,2.9237619608287004
pompa,1,3.2247919564926817
solar,1,3.2247919564926817
pit,1,3.2247919564926817
bangko,1,3.2247919564926817
barat,1,3.2247919564926817
batubara,1,3.2247919564926817
bukit,2,2.9237619608287004
asam,2,2.9237619608287004
persero,6,2.446640706109038
enim,1,3.2247919564926817
angkasa,1,3.2247919564926817
pura,1,3.2247919564926817
bandara,1,3.2247919564926817
juanda,1,3.2247919564926817
xen,1,3.2247919564926817
hypervisor,1,3.2247919564926817
vmware,3,2.747670701773019
vsphare,1,3.2247919564926817
high,1,3.2247919564926817
availability,1,3.2247919564926817
cluster,2,2.9237619608287004
container,3,2.747670701773019
docker,2,2.9237619608287004
mail,1,3.2247919564926817
load,10,2.2247919564926817
balancing,10,2.2247919564926817
interkoneksi,1,3.2247919564926817
bppt,2,2.9237619608287004
fortigate,1,3.2247919564926817
vpn-ip,1,3.2247919564926817
ipsec,1,3.2247919564926817
peluang-tantangan,2,2.9237619608287004
komunitas,2,2.9237619608287004
schooling,2,2.9237619608287004
monte,1,3.2247919564926817
carlo,1,3.2247919564926817
bootstrap,1,3.2247919564926817
investasi,3,2.747670701773019
var,1,3.2247919564926817
streaming,1,3.2247919564926817
migrasi,1,3.2247919564926817
amazon,1,3.2247919564926817
ec2,1,3.2247919564926817
diskles,1,3.2247919564926817
windows,3,2.747670701773019
2008,1,3.2247919564926817
citrix,1,3.2247919564926817
xenserver,1,3.2247919564926817
pln,2,2.9237619608287004
wilayah,7,2.3796939164784248
performa,6,2.446640706109038
blueprint,2,2.9237619608287004
swot,2,2.9237619608287004
lombok,2,2.9237619608287004
bandwidth,2,2.9237619608287004
token,4,2.622731965164719
bucket,1,3.2247919564926817
os,1,3.2247919564926817
kvm,1,3.2247919564926817
voip,2,2.9237619608287004
vlan,2,2.9237619608287004
halu,1,3.2247919564926817
oleo,1,3.2247919564926817
nested,1,3.2247919564926817
transaction,1,3.2247919564926817
deep,1,3.2247919564926817
qos,2,2.9237619608287004
quality,6,2.446640706109038
upt,2,2.9237619608287004
loka,2,2.9237619608287004
jampang,2,2.9237619608287004
kulon,2,2.9237619608287004
lipi,2,2.9237619608287004
base64,3,2.747670701773019
rot47,3,2.747670701773019
jiwa,4,2.622731965164719
prof,3,2.747670701773019
dr,5,2.5258219521566625
muhammad,4,2.622731965164719
ildrem,3,2.747670701773019
patria,1,3.2247919564926817
lte,2,2.9237619608287004
4g,2,2.9237619608287004
polban,1,3.2247919564926817
giat,10,2.2247919564926817
tri,2,2.9237619608287004
dharma,2,2.9237619608287004
uad,2,2.9237619608287004
netsupport,1,3.2247919564926817
school,3,2.747670701773019
quantization,7,2.3796939164784248
konsentrasi,4,2.622731965164719
suska,4,2.622731965164719
riau,6,2.446640706109038
pgri,6,2.446640706109038
periksa,1,3.2247919564926817
makalah,1,3.2247919564926817
multi,4,2.622731965164719
protocol,5,2.5258219521566625
label,5,2.5258219521566625
switching,4,2.622731965164719
mpls,3,2.747670701773019
bayangkara,1,3.2247919564926817
multi-protocol,1,3.2247919564926817
elkon,1,3.2247919564926817
penetration,2,2.9237619608287004
programming,6,2.446640706109038
uho,1,3.2247919564926817
improvisasi,3,2.747670701773019
adaptive,8,2.321701969500738
parallel,3,2.747670701773019
training,4,2.622731965164719
kualitatif,1,3.2247919564926817
syarif,1,3.2247919564926817
hidayatullah,1,3.2247919564926817
peringkat,1,3.2247919564926817
pegi,1,3.2247919564926817
nginx,1,3.2247919564926817
lkp,1,3.2247919564926817
dns,1,3.2247919564926817
miwon,1,3.2247919564926817
anugrah,1,3.2247919564926817
sentosa,1,3.2247919564926817
umts,2,2.9237619608287004
kapasitas,2,2.9237619608287004
2g,2,2.9237619608287004
gsm,2,2.9237619608287004
bluetooth,1,3.2247919564926817
pc,2,2.9237619608287004
to,5,2.5258219521566625
biometrical,2,2.9237619608287004
identification,5,2.5258219521566625
login,2,2.9237619608287004
uika,1,3.2247919564926817
acunetix,1,3.2247919564926817
vulnerability,2,2.9237619608287004
adsl,1,3.2247919564926817
speedy,1,3.2247919564926817
standardized,1,3.2247919564926817
nursing,1,3.2247919564926817
language,1,3.2247919564926817
snl,1,3.2247919564926817
togaf,11,2.1833992713344563
cobit,10,2.2247919564926817
usul,5,2.5258219521566625
menteri,2,2.9237619608287004
energi,3,2.747670701773019
mineral,2,2.9237619608287004
radio,3,2.747670701773019
rfid,3,2.747670701773019
soeman,1,3.2247919564926817
hs,1,3.2247919564926817
nalisis,1,3.2247919564926817
p,1,3.2247919564926817
ada,5,2.5258219521566625
l,2,2.9237619608287004
aboratorium,1,3.2247919564926817
easyhotspot,1,3.2247919564926817
aaa,1,3.2247919564926817
pancar,2,2.9237619608287004
koneksi,4,2.622731965164719
layer,2,2.9237619608287004
datalink,2,2.9237619608287004
layananjaringan,1,3.2247919564926817
e-health,1,3.2247919564926817
distribution,1,3.2247919564926817
wds,1,3.2247919564926817
mesh,1,3.2247919564926817
cakup,1,3.2247919564926817
wi-fi,1,3.2247919564926817
um,1,3.2247919564926817
jember,1,3.2247919564926817
dial,1,3.2247919564926817
user,7,2.3796939164784248
radius,2,2.9237619608287004
presensi,2,2.9237619608287004
pratama,2,2.9237619608287004
adi,1,3.2247919564926817
meter,1,3.2247919564926817
panjang,2,2.9237619608287004
lingkar,1,3.2247919564926817
kepala,2,2.9237619608287004
bayi,1,3.2247919564926817
nrf24l01,1,3.2247919564926817
teknolgi,1,3.2247919564926817
tiket,1,3.2247919564926817
taxi,1,3.2247919564926817
bornoe,1,3.2247919564926817
bupati,1,3.2247919564926817
jayapura,1,3.2247919564926817
saentis,1,3.2247919564926817
deli,1,3.2247919564926817
serdang,1,3.2247919564926817
publisher,2,2.9237619608287004
message,5,2.5258219521566625
queue,2,2.9237619608287004
telemetry,1,3.2247919564926817
transport,1,3.2247919564926817
mqtt-sn,1,3.2247919564926817
per,1,3.2247919564926817
connection,1,3.2247919564926817
pcc,1,3.2247919564926817
shmily,1,3.2247919564926817
net,2,2.9237619608287004
sniffer,1,3.2247919564926817
nth,1,3.2247919564926817
institut,4,2.622731965164719
routing,1,3.2247919564926817
spin,1,3.2247919564926817
rf,1,3.2247919564926817
bandwith,2,2.9237619608287004
off-time,1,3.2247919564926817
ppdioo,1,3.2247919564926817
session,1,3.2247919564926817
initiation,1,3.2247919564926817
sip,1,3.2247919564926817
briker,1,3.2247919564926817
versi,3,2.747670701773019
14,2,2.9237619608287004
polusi,1,3.2247919564926817
karbonmonoksida,1,3.2247919564926817
co,1,3.2247919564926817
sekitar,1,3.2247919564926817
raya,5,2.5258219521566625
pocket,1,3.2247919564926817
access,2,2.9237619608287004
unpas,1,3.2247919564926817
dampak,2,2.9237619608287004
adopsi,2,2.9237619608287004
utaut,2,2.9237619608287004
telepon,2,2.9237619608287004
genggam,1,3.2247919564926817
sandang,1,3.2247919564926817
disabilitas,1,3.2247919564926817
multipoint,1,3.2247919564926817
inter,1,3.2247919564926817
working,1,3.2247919564926817
3rd,1,3.2247919564926817
generation,2,2.9237619608287004
3g,1,3.2247919564926817
metropolitan,1,3.2247919564926817
wman,1,3.2247919564926817
cisco,1,3.2247919564926817
packet,1,3.2247919564926817
pox,1,3.2247919564926817
controller,2,2.9237619608287004
forensics,4,2.622731965164719
browser,2,2.9237619608287004
email,1,3.2247919564926817
akuisisi,1,3.2247919564926817
bukti,6,2.446640706109038
instagram,1,3.2247919564926817
messenger,3,2.747670701773019
national,3,2.747670701773019
institute,4,2.622731965164719
justice,3,2.747670701773019
nij,3,2.747670701773019
steganography,1,3.2247919564926817
edar,1,3.2247919564926817
narkoba,1,3.2247919564926817
metarouter,1,3.2247919564926817
lintas,2,2.9237619608287004
klien,1,3.2247919564926817
sql,1,3.2247919564926817
injection,2,2.9237619608287004
